student_id,student_name,dept_code,dept_name,faculty,session,year_level,email,status
BBA-202526-006,Tanvir Alam,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-006@university.edu,Active
BBA-202526-007,Sadia Alam,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-007@university.edu,Active
BBA-202526-008,Rifat Alam,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-008@university.edu,Active
BBA-202526-009,Sakib Khan,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-009@university.edu,Active
BBA-202526-010,Farhan Rahman,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-010@university.edu,Active
BBA-202526-011,Anika Chowdhury,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-011@university.edu,Active
BBA-202526-012,Mahin Akter,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-012@university.edu,Active
BBA-202526-013,Rifat Chowdhury,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-013@university.edu,Active
BBA-202526-014,Anika Rahman,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-014@university.edu,Active
BBA-202526-015,Nabila Alam,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-015@university.edu,Active
ENG-202122-001,Naim Hossain,ENG,English,Faculty of Arts,2021-22,5,eng-202122-001@university.edu,Active
ENG-202122-002,Fahim Alam,ENG,English,Faculty of Arts,2021-22,5,eng-202122-002@university.edu,Active
ENG-202122-003,Fahim Chowdhury,ENG,English,Faculty of Arts,2021-22,5,eng-202122-003@university.edu,Active
ENG-202122-004,Raihan Hossain,ENG,English,Faculty of Arts,2021-22,5,eng-202122-004@university.edu,Active
ENG-202122-005,Rafi Mia,ENG,English,Faculty of Arts,2021-22,5,eng-202122-005@university.edu,Active
ENG-202122-006,Hasan Chowdhury,ENG,English,Faculty of Arts,2021-22,5,eng-202122-006@university.edu,Active
ENG-202122-007,Shahriar Akter,ENG,English,Faculty of Arts,2021-22,5,eng-202122-007@university.edu,Active
ENG-202122-008,Mim Akter,ENG,English,Faculty of Arts,2021-22,5,eng-202122-008@university.edu,Active
ENG-202122-009,Shahriar Sarker,ENG,English,Faculty of Arts,2021-22,5,eng-202122-009@university.edu,Active
ENG-202122-010,Sanjida Khan,ENG,English,Faculty of Arts,2021-22,5,eng-202122-010@university.edu,Active
ENG-202122-011,Rafi Sultana,ENG,English,Faculty of Arts,2021-22,5,eng-202122-011@university.edu,Active
ENG-202122-012,Shahriar Hossain,ENG,English,Faculty of Arts,2021-22,5,eng-202122-012@university.edu,Active
ENG-202122-013,Mahin Rahman,ENG,English,Faculty of Arts,2021-22,5,eng-202122-013@university.edu,Active
ENG-202122-014,Mim Khan,ENG,English,Faculty of Arts,2021-22,5,eng-202122-014@university.edu,Active
ENG-202122-015,Rumana Hasan,ENG,English,Faculty of Arts,2021-22,5,eng-202122-015@university.edu,Active
ENG-202223-001,Naim Karim,ENG,English,Faculty of Arts,2022-23,4,eng-202223-001@university.edu,Active
ENG-202223-002,Mehedi Chowdhury,ENG,English,Faculty of Arts,2022-23,4,eng-202223-002@university.edu,Active
ENG-202223-003,Karim Sultana,ENG,English,Faculty of Arts,2022-23,4,eng-202223-003@university.edu,Active
ENG-202223-004,Mahin Karim,ENG,English,Faculty of Arts,2022-23,4,eng-202223-004@university.edu,Active
ENG-202223-005,Sabrina Akter,ENG,English,Faculty of Arts,2022-23,4,eng-202223-005@university.edu,Active
ENG-202223-006,Nafis Karim,ENG,English,Faculty of Arts,2022-23,4,eng-202223-006@university.edu,Active
ENG-202223-007,Rifat Karim,ENG,English,Faculty of Arts,2022-23,4,eng-202223-007@university.edu,Active
ENG-202223-008,Arif Chowdhury,ENG,English,Faculty of Arts,2022-23,4,eng-202223-008@university.edu,Active
ENG-202223-009,Fahim Karim,ENG,English,Faculty of Arts,2022-23,4,eng-202223-009@university.edu,Active
ENG-202223-010,Mahin Ahmed,ENG,English,Faculty of Arts,2022-23,4,eng-202223-010@university.edu,Active
ENG-202223-011,Mehedi Mahmud,ENG,English,Faculty of Arts,2022-23,4,eng-202223-011@university.edu,Active
ENG-202223-012,Sami Ahmed,ENG,English,Faculty of Arts,2022-23,4,eng-202223-012@university.edu,Active
ENG-202223-013,Shahriar Sultana,ENG,English,Faculty of Arts,2022-23,4,eng-202223-013@university.edu,Active
ENG-202223-014,Morshed Rahman,ENG,English,Faculty of Arts,2022-23,4,eng-202223-014@university.edu,Active
ENG-202223-015,Mahin Hasan,ENG,English,Faculty of Arts,2022-23,4,eng-202223-015@university.edu,Active
ENG-202324-001,Sabrina Sarker,ENG,English,Faculty of Arts,2023-24,3,eng-202324-001@university.edu,Active
ENG-202324-002,Fariha Sarker,ENG,English,Faculty of Arts,2023-24,3,eng-202324-002@university.edu,Active
ENG-202324-003,Fariha Akter,ENG,English,Faculty of Arts,2023-24,3,eng-202324-003@university.edu,Active
ENG-202324-004,Rahim Ahmed,ENG,English,Faculty of Arts,2023-24,3,eng-202324-004@university.edu,Active
ENG-202324-005,Farhan Karim,ENG,English,Faculty of Arts,2023-24,3,eng-202324-005@university.edu,Active
ENG-202324-006,Mim Karim,ENG,English,Faculty of Arts,2023-24,3,eng-202324-006@university.edu,Active
ENG-202324-007,Shahriar Akter,ENG,English,Faculty of Arts,2023-24,3,eng-202324-007@university.edu,Active
ENG-202324-008,Karim Alam,ENG,English,Faculty of Arts,2023-24,3,eng-202324-008@university.edu,Active
ENG-202324-009,Arif Alam,ENG,English,Faculty of Arts,2023-24,3,eng-202324-009@university.edu,Active
ENG-202324-010,Naim Sultana,ENG,English,Faculty of Arts,2023-24,3,eng-202324-010@university.edu,Active
ENG-202324-011,Shahriar Hasan,ENG,English,Faculty of Arts,2023-24,3,eng-202324-011@university.edu,Active
ENG-202324-012,Raisa Islam,ENG,English,Faculty of Arts,2023-24,3,eng-202324-012@university.edu,Active
ENG-202324-013,Nabila Sultana,ENG,English,Faculty of Arts,2023-24,3,eng-202324-013@university.edu,Active
ENG-202324-014,Rahim Islam,ENG,English,Faculty of Arts,2023-24,3,eng-202324-014@university.edu,Active
ENG-202324-015,Rafi Akter,ENG,English,Faculty of Arts,2023-24,3,eng-202324-015@university.edu,Active
ENG-202425-001,Farhan Mia,ENG,English,Faculty of Arts,2024-25,2,eng-202425-001@university.edu,Active
ENG-202425-002,Arif Hasan,ENG,English,Faculty of Arts,2024-25,2,eng-202425-002@university.edu,Active
ENG-202425-003,Jannat Mahmud,ENG,English,Faculty of Arts,2024-25,2,eng-202425-003@university.edu,Active
ENG-202425-004,Sakib Islam,ENG,English,Faculty of Arts,2024-25,2,eng-202425-004@university.edu,Active
ENG-202425-005,Sabrina Mahmud,ENG,English,Faculty of Arts,2024-25,2,eng-202425-005@university.edu,Active
ENG-202425-006,Hasan Islam,ENG,English,Faculty of Arts,2024-25,2,eng-202425-006@university.edu,Active
ENG-202425-007,Karim Khan,ENG,English,Faculty of Arts,2024-25,2,eng-202425-007@university.edu,Active
ENG-202425-008,Sabrina Ahmed,ENG,English,Faculty of Arts,2024-25,2,eng-202425-008@university.edu,Active
ENG-202425-009,Sami Sultana,ENG,English,Faculty of Arts,2024-25,2,eng-202425-009@university.edu,Active
ENG-202425-010,Farhan Mia,ENG,English,Faculty of Arts,2024-25,2,eng-202425-010@university.edu,Active
ENG-202425-011,Mahin Akter,ENG,English,Faculty of Arts,2024-25,2,eng-202425-011@university.edu,Active
ENG-202425-012,Fahim Akter,ENG,English,Faculty of Arts,2024-25,2,eng-202425-012@university.edu,Active
ENG-202425-013,Fariha Khan,ENG,English,Faculty of Arts,2024-25,2,eng-202425-013@university.edu,Active
ENG-202425-014,Rifat Akter,ENG,English,Faculty of Arts,2024-25,2,eng-202425-014@university.edu,Active
ENG-202425-015,Morshed Ahmed,ENG,English,Faculty of Arts,2024-25,2,eng-202425-015@university.edu,Active
ENG-202526-001,Rifat Rahman,ENG,English,Faculty of Arts,2025-26,1,eng-202526-001@university.edu,Active
ENG-202526-002,Karim Mia,ENG,English,Faculty of Arts,2025-26,1,eng-202526-002@university.edu,Active
ENG-202526-003,Raisa Khan,ENG,English,Faculty of Arts,2025-26,1,eng-202526-003@university.edu,Active
ENG-202526-004,Naim Hossain,ENG,English,Faculty of Arts,2025-26,1,eng-202526-004@university.edu,Active
ENG-202526-005,Raisa Khan,ENG,English,Faculty of Arts,2025-26,1,eng-202526-005@university.edu,Active
ENG-202526-006,Mehedi Khan,ENG,English,Faculty of Arts,2025-26,1,eng-202526-006@university.edu,Active
ENG-202526-007,Arif Hasan,ENG,English,Faculty of Arts,2025-26,1,eng-202526-007@university.edu,Active
ENG-202526-008,Ayesha Sarker,ENG,English,Faculty of Arts,2025-26,1,eng-202526-008@university.edu,Active
ENG-202526-009,Sabrina Sarker,ENG,English,Faculty of Arts,2025-26,1,eng-202526-009@university.edu,Active
ENG-202526-010,Tanvir Mahmud,ENG,English,Faculty of Arts,2025-26,1,eng-202526-010@university.edu,Active
ENG-202526-011,Sakib Mia,ENG,English,Faculty of Arts,2025-26,1,eng-202526-011@university.edu,Active
ENG-202526-012,Sadia Sarker,ENG,English,Faculty of Arts,2025-26,1,eng-202526-012@university.edu,Active
ENG-202526-013,Anika Mia,ENG,English,Faculty of Arts,2025-26,1,eng-202526-013@university.edu,Active
ENG-202526-014,Anika Karim,ENG,English,Faculty of Arts,2025-26,1,eng-202526-014@university.edu,Active
ENG-202526-015,Mahin Akter,ENG,English,Faculty of Arts,2025-26,1,eng-202526-015@university.edu,Active
MAT-202122-001,Sami Islam,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-001@university.edu,Active
MAT-202122-002,Sami Alam,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-002@university.edu,Active
MAT-202122-003,Morshed Sarker,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-003@university.edu,Active
MAT-202122-004,Raihan Karim,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-004@university.edu,Active
MAT-202122-005,Nafis Hasan,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-005@university.edu,Active
MAT-202122-006,Arif Ahmed,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-006@university.edu,Active
MAT-202122-007,Naim Hossain,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-007@university.edu,Active
MAT-202122-008,Arif Chowdhury,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-008@university.edu,Active
MAT-202122-009,Hasan Sultana,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-009@university.edu,Active
MAT-202122-010,Arif Alam,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-010@university.edu,Active
MAT-202122-011,Shahriar Alam,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-011@university.edu,Active
MAT-202122-012,Rifat Rahman,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-012@university.edu,Active
MAT-202122-013,Anika Akter,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-013@university.edu,Active
MAT-202122-014,Mehedi Sultana,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-014@university.edu,Active
MAT-202122-015,Nabila Rahman,MAT,Mathematics,Faculty of Science,2021-22,5,mat-202122-015@university.edu,Active
MAT-202223-001,Rafi Mahmud,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-001@university.edu,Active
MAT-202223-002,Rafi Rahman,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-002@university.edu,Active
MAT-202223-003,Ayesha Alam,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-003@university.edu,Active
MAT-202223-004,Nusrat Khan,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-004@university.edu,Active
MAT-202223-005,Sakib Sarker,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-005@university.edu,Active
MAT-202223-006,Sami Rahman,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-006@university.edu,Active
MAT-202223-007,Shahriar Sultana,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-007@university.edu,Active
MAT-202223-008,Fahim Rahman,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-008@university.edu,Active
MAT-202223-009,Naim Rahman,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-009@university.edu,Active
MAT-202223-010,Sami Mahmud,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-010@university.edu,Active
MAT-202223-011,Ayesha Alam,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-011@university.edu,Active
MAT-202223-012,Sami Karim,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-012@university.edu,Active
MAT-202223-013,Rafi Chowdhury,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-013@university.edu,Active
MAT-202223-014,Rifat Sultana,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-014@university.edu,Active
MAT-202223-015,Karim Khan,MAT,Mathematics,Faculty of Science,2022-23,4,mat-202223-015@university.edu,Active
MAT-202324-001,Farhan Sultana,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-001@university.edu,Active
MAT-202324-002,Raisa Sultana,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-002@university.edu,Active
MAT-202324-003,Sadia Mia,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-003@university.edu,Active
MAT-202324-004,Sabrina Rahman,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-004@university.edu,Active
MAT-202324-005,Anika Rahman,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-005@university.edu,Active
MAT-202324-006,Nusrat Mia,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-006@university.edu,Active
MAT-202324-007,Rahim Ahmed,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-007@university.edu,Active
MAT-202324-008,Nafis Akter,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-008@university.edu,Active
MAT-202324-009,Morshed Akter,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-009@university.edu,Active
MAT-202324-010,Karim Rahman,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-010@university.edu,Active
MAT-202324-011,Nabila Sarker,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-011@university.edu,Active
MAT-202324-012,Sadia Chowdhury,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-012@university.edu,Active
MAT-202324-013,Tahsin Hossain,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-013@university.edu,Active
MAT-202324-014,Jannat Hossain,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-014@university.edu,Active
MAT-202324-015,Farhan Karim,MAT,Mathematics,Faculty of Science,2023-24,3,mat-202324-015@university.edu,Active
MAT-202425-001,Rifat Hossain,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-001@university.edu,Active
MAT-202425-002,Raisa Rahman,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-002@university.edu,Active
MAT-202425-003,Tahsin Mahmud,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-003@university.edu,Active
MAT-202425-004,Tahsin Mia,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-004@university.edu,Active
MAT-202425-005,Raisa Mahmud,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-005@university.edu,Active
MAT-202425-006,Arif Khan,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-006@university.edu,Active
MAT-202425-007,Sanjida Sultana,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-007@university.edu,Active
MAT-202425-008,Fariha Islam,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-008@university.edu,Active
MAT-202425-009,Arif Mahmud,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-009@university.edu,Active
MAT-202425-010,Nabila Islam,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-010@university.edu,Active
MAT-202425-011,Sadia Akter,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-011@university.edu,Active
MAT-202425-012,Jannat Islam,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-012@university.edu,Active
MAT-202425-013,Sami Hossain,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-013@university.edu,Active
MAT-202425-014,Tahsin Hossain,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-014@university.edu,Active
MAT-202425-015,Tahsin Ahmed,MAT,Mathematics,Faculty of Science,2024-25,2,mat-202425-015@university.edu,Active
MAT-202526-001,Rafi Karim,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-001@university.edu,Active
MAT-202526-002,Shahriar Khan,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-002@university.edu,Active
MAT-202526-003,Raisa Chowdhury,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-003@university.edu,Active
MAT-202526-004,Rahim Mia,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-004@university.edu,Active
MAT-202526-005,Naim Khan,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-005@university.edu,Active
MAT-202526-006,Fahim Mia,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-006@university.edu,Active
MAT-202526-007,Hasan Islam,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-007@university.edu,Active
MAT-202526-008,Rafi Sultana,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-008@university.edu,Active
MAT-202526-009,Farhan Akter,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-009@university.edu,Active
MAT-202526-010,Naim Chowdhury,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-010@university.edu,Active
MAT-202526-011,Ayesha Mahmud,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-011@university.edu,Active
MAT-202526-012,Anika Alam,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-012@university.edu,Active
MAT-202526-013,Morshed Karim,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-013@university.edu,Active
MAT-202526-014,Sadia Mia,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-014@university.edu,Active
MAT-202526-015,Naim Akter,MAT,Mathematics,Faculty of Science,2025-26,1,mat-202526-015@university.edu,Active
PHY-202122-001,Nafis Sarker,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-001@university.edu,Active
PHY-202122-002,Shahriar Khan,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-002@university.edu,Active
PHY-202122-003,Nusrat Islam,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-003@university.edu,Active
PHY-202122-004,Nusrat Islam,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-004@university.edu,Active
PHY-202122-005,Sanjida Hasan,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-005@university.edu,Active
PHY-202122-006,Nafis Chowdhury,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-006@university.edu,Active
PHY-202122-007,Naim Hasan,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-007@university.edu,Active
PHY-202122-008,Fariha Sultana,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-008@university.edu,Active
PHY-202122-009,Karim Rahman,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-009@university.edu,Active
PHY-202122-010,Anika Rahman,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-010@university.edu,Active
PHY-202122-011,Karim Islam,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-011@university.edu,Active
PHY-202122-012,Mehedi Islam,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-012@university.edu,Active
PHY-202122-013,Jannat Sultana,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-013@university.edu,Active
PHY-202122-014,Morshed Ahmed,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-014@university.edu,Active
PHY-202122-015,Nusrat Mahmud,PHY,Physics,Faculty of Science,2021-22,5,phy-202122-015@university.edu,Active
PHY-202223-001,Tanvir Alam,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-001@university.edu,Active
PHY-202223-002,Mim Mahmud,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-002@university.edu,Active
PHY-202223-003,Mahin Mahmud,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-003@university.edu,Active
PHY-202223-004,Rafi Khan,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-004@university.edu,Active
PHY-202223-005,Fariha Hossain,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-005@university.edu,Active
PHY-202223-006,Anika Mahmud,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-006@university.edu,Active
PHY-202223-007,Naim Mahmud,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-007@university.edu,Active
PHY-202223-008,Tania Chowdhury,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-008@university.edu,Active
PHY-202223-009,Tania Sultana,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-009@university.edu,Active
PHY-202223-010,Anika Chowdhury,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-010@university.edu,Active
PHY-202223-011,Nusrat Mia,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-011@university.edu,Active
PHY-202223-012,Tania Hasan,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-012@university.edu,Active
PHY-202223-013,Sami Mia,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-013@university.edu,Active
PHY-202223-014,Nabila Alam,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-014@university.edu,Active
PHY-202223-015,Mim Hasan,PHY,Physics,Faculty of Science,2022-23,4,phy-202223-015@university.edu,Active
PHY-202324-001,Fariha Hasan,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-001@university.edu,Active
PHY-202324-002,Raihan Mia,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-002@university.edu,Active
PHY-202324-003,Karim Mia,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-003@university.edu,Active
PHY-202324-004,Arif Chowdhury,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-004@university.edu,Active
PHY-202324-005,Nusrat Sultana,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-005@university.edu,Active
PHY-202324-006,Naim Alam,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-006@university.edu,Active
PHY-202324-007,Hasan Khan,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-007@university.edu,Active
PHY-202324-008,Tania Sarker,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-008@university.edu,Active
PHY-202324-009,Anika Khan,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-009@university.edu,Active
PHY-202324-010,Tahsin Sarker,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-010@university.edu,Active
PHY-202324-011,Karim Akter,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-011@university.edu,Active
PHY-202324-012,Jannat Sultana,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-012@university.edu,Active
PHY-202324-013,Mim Hasan,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-013@university.edu,Active
PHY-202324-014,Raisa Alam,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-014@university.edu,Active
PHY-202324-015,Arif Hasan,PHY,Physics,Faculty of Science,2023-24,3,phy-202324-015@university.edu,Active
PHY-202425-001,Tanvir Sultana,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-001@university.edu,Active
PHY-202425-002,Jannat Mia,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-002@university.edu,Active
PHY-202425-003,Mehedi Alam,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-003@university.edu,Active
PHY-202425-004,Mim Alam,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-004@university.edu,Active
PHY-202425-005,Nafis Alam,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-005@university.edu,Active
PHY-202425-006,Sabrina Chowdhury,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-006@university.edu,Active
PHY-202425-007,Rahim Hossain,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-007@university.edu,Active
PHY-202425-008,Nabila Ahmed,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-008@university.edu,Active
PHY-202425-009,Morshed Alam,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-009@university.edu,Active
PHY-202425-010,Jannat Sultana,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-010@university.edu,Active
PHY-202425-011,Shahriar Akter,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-011@university.edu,Active
PHY-202425-012,Sadia Khan,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-012@university.edu,Active
PHY-202425-013,Jannat Ahmed,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-013@university.edu,Active
PHY-202425-014,Arif Mahmud,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-014@university.edu,Active
PHY-202425-015,Mim Mia,PHY,Physics,Faculty of Science,2024-25,2,phy-202425-015@university.edu,Active
PHY-202526-001,Nusrat Akter,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-001@university.edu,Active
PHY-202526-002,Naim Sarker,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-002@university.edu,Active
PHY-202526-003,Nusrat Sarker,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-003@university.edu,Active
PHY-202526-004,Nabila Karim,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-004@university.edu,Active
PHY-202526-005,Fariha Ahmed,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-005@university.edu,Active
PHY-202526-006,Rumana Islam,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-006@university.edu,Active
PHY-202526-007,Jannat Karim,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-007@university.edu,Active
PHY-202526-008,Tanvir Khan,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-008@university.edu,Active
PHY-202526-009,Arif Ahmed,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-009@university.edu,Active
PHY-202526-010,Rumana Hasan,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-010@university.edu,Active
PHY-202526-011,Nusrat Mia,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-011@university.edu,Active
PHY-202526-012,Morshed Islam,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-012@university.edu,Active
PHY-202526-013,Jannat Sultana,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-013@university.edu,Active
PHY-202526-014,Tania Mia,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-014@university.edu,Active
PHY-202526-015,Ayesha Sultana,PHY,Physics,Faculty of Science,2025-26,1,phy-202526-015@university.edu,Active
